code,credits,prerequisites,gen_ed
SPC490,3,SPC 201 or permission by instructor,
SPC491,6,SPC 201 or permission of instructor,D1
SPC495,3,SPC 201 or permission by instructor,
SPC499,3,SPC 201 and senior standing or permission of the instructor,D1
STA220,3,,B3
STA305,4,(MTH 103 or MTH 111 or MTH 131 or MTH 141) and (STA 220 or STA 307 or STA 308 or STA 409) or permission of instructor,
STA307,4,MTH 107 or 108 or 131 or 141 or permission,
STA308,4,"Pre: MTH 103, 107, 110, 111, 131, 141, 180, or BAI (BUS) 111, or by permission of instructor",
STA400,4,"STA 307 or STA308, and STA 411 or STA 412, or by permission of the instructor",
STA409,3,MTH 131 or 141,
STA411,4,"STA 307, or 308, or 409, or permission of instructor",
STA412,4,STA 307 or 308 or 409,
STA414,3,"PHP 405, STA 411 or equivalent; graduate student standing or permission of the instructor",
STA441,4,"MTH 215; and STA 409, or STA 411, or STA 412; or permission of instructor",
STA460,4,"STA 307 or STA 308, or equivalent, or permission of instructor",
STA490,4,"(STA 411 or 412) and STA 441, or permission of the instructor",
STA491,3,permission of chairperson,
STA492,3,permission of chairperson,
SUS108G,4,,"B4, C1"
SUS261G,3,,"A1, B4"
SUS306,3,Junior Standing,
SUS460,3,junior standing,"C1, B4"
SUS461G,3,"(junior standing, PHY 204, and MTH 142), or permission of instructor","C2, A1"
THE100,3,,"A4, B2"
THE111,3,,
THE112,3,"THE 100 or THE 111, and by permission of instructor",
THE161,,,
THE181,3,,
THE200,2,,
THE211,3,"THE 111, 117, or permission of instructor; concurrent enrollment in THE 213",
THE212,3,THE 211 and permission of instructor; concurrent enrollment in THE 214,
THE213,1,concurrent enrollment in THE 211,
THE214,1,concurrent enrollment in THE 212,
THE217,3,permission of instructor,
THE221,3,,
THE227,3,theatre major or permission of instructor,
THE237,3,permission of instructor,
THE250,3,,
THE261,3,,
THE291,1,,
THE300,3,permission of staff,
THE301,3,permission of staff,
THE307,3,,
THE311,3,THE 212; concurrent enrollment in THE 313,
THE312,3,THE 311 and concurrent enrollment in THE 314,
THE313,1,concurrent enrollment in THE 311,
THE314,1,concurrent enrollment in THE 312,
THE321,3,,
THE322,3,THE 321 and permission of instructor,
THE331,3,,
THE338G,3,,"C1, D1"
THE341,3,,
THE350,1,,
THE351,3,,"A4, B4"
THE352,3,,"A4, B4"
THE355,3,THE 261 and 351 or 352 or permission of instructor,
THE362,3,,
THE365,3,THE 261 or permission of instructor,
THE371,3,,
THE381,3,,"A3, B1"
THE382,3,,
THE383,3,,"A3, B1"
THE391,2,,
THE400,3,permission of staff,
THE401,3,permission of staff,
THE411,3,"for THE 411, 311, 312, and permission of instructor and concurrent enrollment in THE 417",
THE412,3,THE 411 and permission of instructor and concurrent enrollment in THE 418,
THE413,3,permission of instructor,
THE417,1,concurrent enrollment in THE 411,
THE418,1,concurrent enrollment in THE 412,
THE420,3,"THE 321, 322, or equivalent and permission of instructor",
THE441,3,THE 341,
THE451,6,THE 351 or 352 or permission of instructor,
THE455,3,THE 355 or permission of instructor,
THE463,3,,
THE465,3,THE 365 and permission of instructor,
THE475,3,THE 371 and permission of instructor,
THE477,12,permission of chairperson,
THE481,3,,
THE484,3,upper-division standing,
THE499,1,senior standing and major or minor in theater,
THN260H,3,must have a 3.40 overall GPA,"A2, C3"
THN390,3,admission to the College of Nursing and prior faculty approval,
THN421,3,junior standing or above,
THN429,3,One prior thanatology course or permission of the instructor,
TMD103G,3,,C2
TMD113,3,,A1
TMD123,3,,A1
TMD126,3,,"A4, B2"
TMD203,3,TMD123,
TMD213,1,TMD203,
TMD222,3,TMD 103G,
TMD224,3,,
TMD225,4,TMD103G and TMD majors with freshman or sophomore standing,
TMD226,3,"ART 101 or 207 or ART 120 or ART 251 or ART 252, TMD 103G and 126",
TMD232,3,,
TMD240,3,"TMD 103G, 126, and sophomore standing","A4, B1"
TMD326G,3,TMD126 or ARH120,"A3, C2"
TMD327,4,"Junior Standing, ART 101 or ART 103 or ART 207, TMD 126, and TMD 222 or 225",
TMD332,3,TMD 103G and 232,
TMD333,3,TMD232,
TMD335,3,TMD 225 or permission of instructor,
TMD342,3,TMD 126 and permission of the instructor,
TMD345,3,TMD 335 or permission of instructor,
TMD355,3,TMD 335 or permission of instructor,
TMD361,4,approval of application by instructor and chairperson,
TMD362,4,approval of application by instructor and chairperson,
TMD365,3,TMD 225 and TMD 335 or permission of instructor,
TMD390,1,junior standing,
TMD402,2,"TM or TMD majors admitted to the College of Business with junior or senior standing, or permission of instructor",
TMD403,3,TMD 103G and 303 or permission of instructor,
TMD413,3,TMD 303 or permission of instructor,
TMD424,3,Junior standing,
TMD426,3,"TMD 103G, 226",
TMD427,3,TMD 327 or permission of instructor,
TMD432,3,TMD 232,
TMD433,3,ECN201 and ECN202 and TMD232 and completion of more than 75 credits,D1
TMD434,3,TMD 332 or permission or instructor,
TMD440,3,Junior standing or permission of instructor,
TMD441,3,Junior standing or permission of instructor,
TMD442,3,"TMD 126, 232 and 332 or permission of instructor",
TMD461,6,"completion of 60 credits, minimum GPA of 2.50, and permission of instructor and chairperson",
TMD462,6,"completion of 60 credits, minimum GPA of 2.50, and permission of instructor and chairperson",
UCS160,1,permission of instructor,
UCS161,1,UCS 160 or permission of instructor,
UCS270,1,Not for students with more than 75 credits,
UCS305,3,"PBA (Performance Based Admission) student, newly admitted veteran student or permission of instructor; not open for students with credits in ITR 300, USC 160, or UCS 270",
URB392,3,permission of instructor,
URI101,1,,
WRT100,2,Admission to Talent Development's Prematriculation Program,
WRT104,3,,"B1, B4"
WRT104H,3,must have a 3.40 overall GPA,"B1, B4"
WRT106,3,,"B1, B4"
WRT106H,3,Overall GPA of 3.40 or better,"B1, B4"
WRT201,3,,"B1, B4"
WRT227,3,Open to Business majors with sophomore or higher standing,"B1, B2"
WRT235,4,,
WRT270,3,,
WRT270H,3,3.40 overall gpa,
WRT290,4,,"B1, B4"
WRT302,4,,
WRT303,4,,
WRT305,4,,
WRT305H,4,3.40 overall gpa,
WRT306,3,,
WRT321G,4,,"B1, C1"
WRT331,3,any 200-level or above WRT course; PR and WRT majors only,
WRT332,3,,"B1, B2"
WRT334,4,,"B1, B2"
WRT353,4,permission of instructor or B or better in two WRT courses,
WRT360,3,WRT 201 and another WRT course at the 200-level or above,
WRT371G,4,"200-level WRT course (or above), minimum sophomore standing","B1, C3"
WRT375,3,,"D1, B1"
WRT383,3,WRT 353 and permission of instructor,
WRT385,4,writing and rhetoric major with a minimum of 12 credits in WRT courses and permission of supervisor,
WRT388,3,,
WRT391,3,permission of director,
WRT392,3,permission of director,
WRT404,4,,
WRT415,3,JOR 110 or 115 and junior standing,
WRT435,3,junior standing or permission of instructor,
WRT442,3,"Junior standing; open only to majors in Communication Studies, Public Relations, Journalism, and Writing",
WRT477,3,"60 credits with a minimum of 12 in WRT, 2.50 GPA, and permission of faculty advisor",
WRT490,4,Any 200-level or higher WRT course,
WRT492,3,Junior or senior standing or permission of the instructor,"D1, B1"
WRT495,4,Senior standing in the WRT major or permission of instructor,
WRT999,0,,
